Username,Name,Location,Description,Website,Verified,Followers,Followings,Public member,Likes,Total tweets,Date created,Default theme,Default photo,Tweet's source,Tweet's geotagged,Tweet's retweets,Tweet's likes,Tweet's mentions,Tweet's hashtags,Tweet's link
Andhravilasnews,Andhravilas,USA,"Andhravilas Gives you  #Tollywood #Bollywood film News,#AndhraPradesh #Telangana News,#National    #Health #Business  #Trending Visit
https://t.co/vJFjY4CwOT",https://t.co/cD1elgFqIG,FALSE,2603,92,26,27,246220,2010-05-10 15:40:09+00:00,FALSE,FALSE,IFTTT,,1,1,[],"[{'text': 'COVID', 'indices': [97, 103]}, {'text': 'InternationalNews', 'indices': [104, 122]}, {'text': 'NewsFeed', 'indices': [123, 132]}, {'text': 'Breakingnews', 'indices': [133, 146]}, {'text': 'Viralnews', 'indices': [147, 157]}, {'text': 'Modi', 'indices': [158, 163]}, {'text': 'TRUMP', 'indices': [164, 170]}, {'text': 'NEWS', 'indices': [171, 176]}]","[{'url': 'https://t.co/Rx82WdRRON', 'expanded_url': 'https://ift.tt/QHyUX3j', 'display_url': 'ift.tt/QHyUX3j', 'indices': [73, 96]}]"
BoomerGirl10,Elaine🇺🇸WeThePeople🇺🇸 HonorOur FoundingFathers,"Walnut Creek, CA",🗽🌹Happily retired Grandma 🦋❤️💃🏼Raised in SF 🌁in the 50’s & 60’s💃🏼❤️🤷🏼‍♀️Still a Republican 50+ yrs!🤷🏼‍♀️🇺🇸ProChoice✌️🫶🏻♋️Truth Only Please✌️❤️,,FALSE,193,651,0,2117,3365,2022-01-08 03:02:22+00:00,TRUE,FALSE,Twitter for iPad,,0,0,[],"[{'text': 'Inflation', 'indices': [55, 65]}, {'text': 'COVID', 'indices': [103, 109]}, {'text': 'LowIncome', 'indices': [128, 138]}, {'text': 'Biden', 'indices': [197, 203]}]","[{'url': 'https://t.co/eKhIIqH3Jr', 'expanded_url': 'https://twitter.com/senategop/status/1562787691946618882', 'display_url': 'twitter.com/senategop/stat…', 'indices': [279, 302]}]"
integralheroph,integralheroph,"Mandaluyong City, National Cap","The Spider-Verse and multihero of Manila!
Your resident Traveling Spidey!",,FALSE,24,55,0,74,1021,2019-04-15 21:34:35+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'Spidey', 'indices': [145, 152]}, {'text': 'SpiderMan', 'indices': [153, 163]}, {'text': 'PeterParker', 'indices': [164, 176]}, {'text': 'Marvel', 'indices': [177, 184]}, {'text': 'Avengers', 'indices': [185, 194]}, {'text': 'superhero', 'indices': [195, 205]}, {'text': 'cosplay', 'indices': [206, 214]}, {'text': 'Covid_19', 'indices': [215, 224]}, {'text': 'COVID', 'indices': [225, 231]}, {'text': 'COVID19', 'indices': [232, 240]}, {'text': 'COVID__19', 'indices': [241, 251]}, {'text': 'coronavirus', 'indices': [252, 264]}, {'text': 'pandemia', 'indices': [265, 274]}]",[]
AmJNurs,AmJNurs,NYC,"American Journal of Nursing, the leading voice of nursing since 1900. Peer-reviewed, evidence-based, the most trusted source for nursing.",http://t.co/e2Sw1oNo0P,FALSE,56526,3559,0,4790,15159,2009-02-27 18:36:02+00:00,FALSE,FALSE,Hootsuite Inc.,,3,5,"[{'screen_name': 'RobinCogan', 'name': 'Robin Cogan', 'id': 21487709, 'id_str': '21487709', 'indices': [105, 116]}]","[{'text': 'CDC', 'indices': [64, 68]}, {'text': 'schoolnursing', 'indices': [69, 83]}, {'text': 'COVID', 'indices': [84, 90]}, {'text': 'prevention', 'indices': [91, 102]}]","[{'url': 'https://t.co/tQRnrj6LA8', 'expanded_url': 'http://ow.ly/2FwI50Ks5Qt', 'display_url': 'ow.ly/2FwI50Ks5Qt', 'indices': [40, 63]}]"
Asherma123,מחשבות טובות מילים טובות מעשים טובים DollarHuAkbar,"Washington, DC",Politics and Religions thrive on the premise of Artificial Scarcity. Livingry --Technologically reform the environment instead of politically reforming people.,,FALSE,0,168,0,2095,4028,2015-06-14 23:40:57+00:00,FALSE,FALSE,Twitter Web App,,0,0,"[{'screen_name': 'JLinWins', 'name': 'Jeremy L(W)ins', 'id': 2202413774, 'id_str': '2202413774', 'indices': [0, 9]}]","[{'text': 'WallStreet', 'indices': [10, 21]}, {'text': 'Rich', 'indices': [66, 71]}, {'text': 'Richer', 'indices': [84, 91]}, {'text': 'poor', 'indices': [115, 120]}, {'text': 'ClimateCrisis', 'indices': [121, 135]}, {'text': 'COVID', 'indices': [136, 142]}, {'text': 'refugees', 'indices': [143, 152]}, {'text': 'Ukraine', 'indices': [153, 161]}, {'text': 'BorderCrisis', 'indices': [162, 175]}, {'text': 'America', 'indices': [200, 208]}, {'text': 'newnormal', 'indices': [209, 219]}]","[{'url': 'https://t.co/kSQTeqIkb2', 'expanded_url': 'https://twitter.com/i/status/1562485186193145861', 'display_url': 'twitter.com/i/status/15624…', 'indices': [221, 244]}]"
feyyann,Margaret🌸💜,,,,FALSE,245,400,0,25906,7313,2013-10-01 13:03:50+00:00,TRUE,FALSE,Twitter for iPad,,1,1,[],"[{'text': 'patrickvallance', 'indices': [0, 16]}, {'text': 'covid', 'indices': [17, 23]}, {'text': 'wuhanlableak', 'indices': [24, 37]}]","[{'url': 'https://t.co/kSnNEF7Luq', 'expanded_url': 'https://gettr.com/post/p1o00leb41c', 'display_url': 'gettr.com/post/p1o00leb4…', 'indices': [248, 271]}]"
ZenopaLtd,Zenopa Recruitment,High Wycombe ,"#Recruitment specialists in:   Pharmaceutical, Medical Devices, Science, Consumer, Dental, Animal Health, Marketing Services, Tech PR and Service Engineering.",http://www.zenopa.com,FALSE,2066,907,116,215,15587,2009-10-20 09:14:33+00:00,FALSE,FALSE,Hootsuite Inc.,,1,1,[],"[{'text': 'supply', 'indices': [65, 72]}, {'text': 'covid', 'indices': [73, 79]}, {'text': 'medical', 'indices': [80, 88]}, {'text': 'devices', 'indices': [89, 97]}, {'text': 'zenopa', 'indices': [98, 105]}]","[{'url': 'https://t.co/CVSboDjuiG', 'expanded_url': 'https://bit.ly/3dP3hSq', 'display_url': 'bit.ly/3dP3hSq', 'indices': [41, 64]}]"
techjunkiejh,Tech Junkie,,"https://t.co/mVXNWwBD1G , promoter of coding. Coding should be fun. How you think is just as important as what you think. News,games,Movies,TV, invest junkie",https://t.co/IAUcQUfG4o,FALSE,28388,21419,5961,21056,424904,2015-02-27 00:58:22+00:00,TRUE,FALSE,Buffer,,1,1,[],"[{'text': 'China', 'indices': [4, 10]}, {'text': 'Covid', 'indices': [13, 19]}, {'text': 'SupplyChains', 'indices': [50, 63]}, {'text': 'TechJunkieInvest', 'indices': [89, 106]}, {'text': 'MoviesTvTj', 'indices': [107, 118]}, {'text': 'EmergingMarkets', 'indices': [127, 143]}]","[{'url': 'https://t.co/csixcwilQW', 'expanded_url': 'https://bit.ly/3QSkJnG', 'display_url': 'bit.ly/3QSkJnG', 'indices': [64, 87]}]"
AUG_JAGWIRE,JAGWIRE,"Augusta, GA","Giving you the latest news from @AUG_University.🗞📲 For more, listen to 'In the Wild' podcast: https://t.co/PUoI1vwJie 🎙🌴",https://t.co/Azqps4pEgm,FALSE,2700,937,69,2982,9218,2009-06-03 13:54:47+00:00,FALSE,FALSE,Jagwire Tweets,,2,3,"[{'screen_name': 'AUG_Pamplin', 'name': 'AUG Pamplin College', 'id': 2798391546, 'id_str': '2798391546', 'indices': [138, 150]}]","[{'text': 'COVID', 'indices': [35, 41]}]","[{'url': 'https://t.co/XvdDaFZKVT', 'expanded_url': 'https://go.augusta.edu/3R8S3GF', 'display_url': 'go.augusta.edu/3R8S3GF', 'indices': [198, 221]}]"
Truthproject4,Truth_project,"Alberta, Canada","political commentator, libertarian, free speech, free market, gun rights. end the lockdowns. #Bitcoin",,FALSE,315,376,8,53803,46135,2020-05-01 03:30:16+00:00,TRUE,FALSE,Twitter Web App,,3,3,"[{'screen_name': 'ABDanielleSmith', 'name': 'Danielle Smith', 'id': 41514883, 'id_str': '41514883', 'indices': [127, 143]}, {'screen_name': 'DanDicksPFT', 'name': 'Dan Dicks', 'id': 305874770, 'id_str': '305874770', 'indices': [144, 156]}, {'screen_name': 'AlbertaLeonidas', 'name': 'Alberta-Leonidas', 'id': 1219637069120565248, 'id_str': '1219637069120565248', 'indices': [157, 173]}, {'screen_name': 'colin_korol', 'name': 'Colin Korol', 'id': 2245925911, 'id_str': '2245925911', 'indices': [174, 186]}, {'screen_name': 'PaulMitchell_AB', 'name': 'Paul Mitchell', 'id': 1069697383829651456, 'id_str': '1069697383829651456', 'indices': [187, 203]}, {'screen_name': 'TheoFleury14', 'name': 'Theo Fleury', 'id': 73299652, 'id_str': '73299652', 'indices': [204, 217]}, {'screen_name': 'TheRealKeean', 'name': 'Keean Bexte 🇳🇱', 'id': 961134787, 'id_str': '961134787', 'indices': [218, 231]}, {'screen_name': 'ezralevant', 'name': 'Ezra Levant 🍁🚛', 'id': 20878297, 'id_str': '20878297', 'indices': [232, 243]}, {'screen_name': 't', 'name': 'Tantek', 'id': 11628, 'id_str': '11628', 'indices': [244, 246]}]","[{'text': 'Canada', 'indices': [50, 57]}, {'text': 'Covid', 'indices': [58, 64]}, {'text': 'Covid19', 'indices': [65, 73]}, {'text': 'TrudeauCorruption', 'indices': [74, 92]}, {'text': 'Russia', 'indices': [93, 100]}, {'text': 'Trump', 'indices': [101, 107]}, {'text': 'USA', 'indices': [108, 112]}, {'text': 'unvaccinated', 'indices': [113, 126]}]","[{'url': 'https://t.co/StlD5LJfL8', 'expanded_url': 'https://rumble.com/v1h8hkx-how-do-they-keep-getting-away-with-it.html', 'display_url': 'rumble.com/v1h8hkx-how-do…', 'indices': [26, 49]}]"
weiselaqua,Weisel🇮🇳,,Don't Believe everything  you think! Gooner😃 RT does nt necessarily mean endorsing anything,,FALSE,470,374,0,14637,34616,2009-10-21 16:17:56+00:00,TRUE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'German', 'indices': [0, 7]}, {'text': 'COVID', 'indices': [67, 73]}]",[]
JInfo4us,JustInfo4us,,,,FALSE,2464,2643,2,8837,218871,2018-12-30 14:57:27+00:00,TRUE,FALSE,Zapier.com,,1,1,[],"[{'text': 'employment', 'indices': [66, 77]}, {'text': 'jobs', 'indices': [78, 83]}, {'text': 'hiring', 'indices': [84, 91]}, {'text': 'job', 'indices': [92, 96]}, {'text': 'jobsearch', 'indices': [97, 107]}, {'text': 'recruitment', 'indices': [108, 120]}, {'text': 'career', 'indices': [121, 128]}, {'text': 'work', 'indices': [129, 134]}, {'text': 'careers', 'indices': [135, 143]}, {'text': 'recruiting', 'indices': [144, 155]}, {'text': 'nowhiring', 'indices': [156, 166]}, {'text': 'business', 'indices': [167, 176]}, {'text': 'resume', 'indices': [177, 184]}, {'text': 'jobseekers', 'indices': [185, 196]}, {'text': 'hr', 'indices': [197, 200]}, {'text': 'jobhunt', 'indices': [201, 209]}, {'text': 'staffing', 'indices': [210, 219]}, {'text': 'humanresources', 'indices': [220, 235]}, {'text': 'jobopening', 'indices': [236, 247]}, {'text': 'jobseeker', 'indices': [248, 258]}, {'text': 'covid', 'indices': [259, 265]}, {'text': 'recruiter', 'indices': [266, 276]}, {'text': 'in', 'indices': [277, 280]}]","[{'url': 'https://t.co/RdGsTuPH2m', 'expanded_url': 'https://zpr.io/s6CumG2R5yRF', 'display_url': 'zpr.io/s6CumG2R5yRF', 'indices': [42, 65]}]"
valurank,Valurank,"Austin, TX","I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",https://t.co/O54Ogzib02,FALSE,263,371,11,1,171198,2021-09-26 16:19:54+00:00,TRUE,FALSE,Valurank,,0,0,[],"[{'text': 'Amazon', 'indices': [123, 130]}, {'text': 'Covid', 'indices': [131, 137]}]","[{'url': 'https://t.co/IO8YuvZm2Q', 'expanded_url': 'https://r.valurank.com/AOkuXTFo', 'display_url': 'r.valurank.com/AOkuXTFo', 'indices': [86, 109]}, {'url': 'https://t.co/eYlYjwtXWH', 'expanded_url': 'https://twitter.com/14957318/status/1562789126604066816', 'display_url': 'twitter.com/14957318/statu…', 'indices': [138, 161]}]"
theinsidexpress,The Insidexpress,,A #centralized #magazine for #technology #fashion #entertainment #family #culture #relationships #travel #howtos #lifestyle #lifehacks & more. #Insidexpress ♥,https://t.co/R36ypgieyM,FALSE,119,144,3,3,97630,2020-02-15 08:18:06+00:00,TRUE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'News', 'indices': [69, 74]}, {'text': 'Biden', 'indices': [75, 81]}, {'text': 'case', 'indices': [82, 87]}, {'text': 'covid', 'indices': [88, 94]}, {'text': 'Jill', 'indices': [95, 100]}, {'text': 'Lady', 'indices': [101, 106]}, {'text': 'Positive', 'indices': [107, 116]}, {'text': 'Rebound', 'indices': [117, 125]}, {'text': 'tests', 'indices': [126, 132]}, {'text': 'News', 'indices': [133, 138]}, {'text': 'Biden', 'indices': [139, 145]}, {'text': 'case', 'indices': [146, 151]}, {'text': 'covid', 'indices': [152, 158]}, {'text': 'Jill', 'indices': [159, 164]}, {'text': 'Lady', 'indices': [165, 170]}, {'text': 'Positive', 'indices': [171, 180]}, {'text': 'Rebound', 'indices': [181, 189]}, {'text': 'tests', 'indices': [190, 196]}]","[{'url': 'https://t.co/TCbI1l9n9l', 'expanded_url': 'https://insidexpress.com/news/first-lady-jill-biden-tests-positive-for-covid-again-in-rebound-case/?_unique_id=63077521e265b&utm_source=Twitter&utm_medium=insidexpress&utm_campaign=FS%20Poster', 'display_url': 'insidexpress.com/news/first-lad…', 'indices': [197, 220]}]"
LiamJHogan,Liam Hogan,London,Award winning #shortstory #writer. Happy Ending NOT Guaranteed: Twisted fantasy @ArachnePress. @OxfordPhysics graduate. @LiarsLeague host. @mini_stories mentor.,https://t.co/myj3eFwDEW,FALSE,2951,5000,58,27823,22817,2012-02-06 22:46:47+00:00,FALSE,FALSE,Twitter Web App,,1,1,[],"[{'text': 'covid', 'indices': [171, 177]}, {'text': 'BlameTheTories', 'indices': [231, 246]}]",[]
searchraw,SearchRaw,,"You Search,We Serve",https://t.co/EliUdV2Z0P,FALSE,8,4,0,252,477,2021-05-24 19:44:40+00:00,TRUE,FALSE,Twitter for iPhone,,1,1,[],"[{'text': 'virus', 'indices': [56, 62]}, {'text': 'covid', 'indices': [63, 69]}, {'text': 'corona', 'indices': [70, 77]}, {'text': 'coronavirus', 'indices': [78, 90]}, {'text': 'pandemic', 'indices': [91, 100]}, {'text': 'stayhome', 'indices': [101, 110]}, {'text': 'quarantine', 'indices': [111, 122]}, {'text': 's', 'indices': [123, 125]}, {'text': 'lockdown', 'indices': [126, 135]}, {'text': 'staysafe', 'indices': [136, 145]}, {'text': 'health', 'indices': [146, 153]}, {'text': 'pandemia', 'indices': [154, 163]}, {'text': 'n', 'indices': [164, 166]}, {'text': 'socialdistancing', 'indices': [167, 184]}, {'text': 'love', 'indices': [185, 190]}, {'text': 'o', 'indices': [191, 193]}, {'text': 'instagram', 'indices': [194, 204]}, {'text': 'a', 'indices': [205, 207]}, {'text': 'viruscorona', 'indices': [208, 220]}, {'text': 'like', 'indices': [221, 226]}, {'text': 'viral', 'indices': [227, 233]}, {'text': 'tomatoflu', 'indices': [234, 244]}]","[{'url': 'https://t.co/VBQJAaEMAe', 'expanded_url': 'https://www.searchraw.com/what-is-tomato-flu/', 'display_url': 'searchraw.com/what-is-tomato…', 'indices': [246, 269]}]"
skonzen,skonzen,"Charlotte, NC USA","Director, Digital Demand Generation, Dassault Systemes-NA; Passionate about building roadmaps to success; An outdoor enthusiast; And a keeper of precious pets",https://t.co/iPbOOhIaUO,FALSE,446,304,15,194,1108,2009-01-13 00:49:57+00:00,FALSE,FALSE,Powered by Sprinklr,,1,1,[],"[{'text': 'COVID', 'indices': [4, 10]}, {'text': 'manufacturing', 'indices': [182, 196]}]","[{'url': 'https://t.co/ECT0I8bkuA', 'expanded_url': 'http://go.3ds.com/2mu', 'display_url': 'go.3ds.com/2mu', 'indices': [198, 221]}, {'url': 'https://t.co/hwx9Wk68pj', 'expanded_url': 'http://go.3ds.com/TDK', 'display_url': 'go.3ds.com/TDK', 'indices': [222, 245]}]"
infokalyptisch,ℹ️nf🅾️kaly🅿️tℹ️s©️h ✨,München,I am an experimental bot searching for interesting new stuff. Visualizing what I see in my timeline.,,FALSE,657,1031,0,282,4486,2022-02-03 16:32:44+00:00,TRUE,FALSE,Infokalyptisch,,1,1,[],"[{'text': 'Takip', 'indices': [30, 36]}, {'text': 'Putin', 'indices': [42, 48]}, {'text': 'you', 'indices': [54, 58]}, {'text': 'COVID', 'indices': [64, 70]}, {'text': 'Herbst', 'indices': [76, 83]}, {'text': 'Republican', 'indices': [89, 100]}, {'text': 'morning', 'indices': [106, 114]}, {'text': 'GTyapyorum', 'indices': [120, 131]}]",[]
aihru2016,AIHRA,,,,FALSE,19,3,0,39,1262,2016-04-25 09:21:06+00:00,TRUE,FALSE,Twitter Web App,,3,2,"[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}]","[{'text': 'humanrights', 'indices': [113, 125]}, {'text': 'equality', 'indices': [126, 135]}, {'text': 'freedom', 'indices': [136, 144]}, {'text': 'love', 'indices': [145, 150]}, {'text': 'humanity', 'indices': [151, 160]}, {'text': 'justice', 'indices': [161, 169]}, {'text': 'blacklivesmatter', 'indices': [170, 187]}, {'text': 'feminism', 'indices': [188, 197]}, {'text': 'covid', 'indices': [198, 204]}, {'text': 'womensrights', 'indices': [205, 218]}, {'text': 'feminist', 'indices': [219, 228]}, {'text': 'peace', 'indices': [229, 235]}]","[{'url': 'https://t.co/RFr0B2xDlP', 'expanded_url': 'https://youtu.be/Vpb9ozotj8Q', 'display_url': 'youtu.be/Vpb9ozotj8Q', 'indices': [76, 99]}]"
WhatsYourViews,@WhatsYourViews,"UK, Birmingham.","Standing up for Fairness,Justice and the ordinary folk.Independent minded,free-thinking individual. Christian
Follow @WhatsYourViews on #GETTR",,FALSE,968,1714,24,21322,28366,2014-02-19 11:43:56+00:00,FALSE,FALSE,Twitter for Android,,0,0,[],"[{'text': 'Covid', 'indices': [22, 28]}, {'text': 'Covid', 'indices': [70, 76]}]","[{'url': 'https://t.co/pmJMW3Eh5e', 'expanded_url': 'https://twitter.com/WillTheCrazyEnd/status/1562062673356812300', 'display_url': 'twitter.com/WillTheCrazyEn…', 'indices': [91, 114]}]"
TheTravelingFes,Frank_IRL,"Virginia, USA",No hope for this app. I'm very sarcastic,,FALSE,21,77,0,1022,1799,2020-07-18 21:25:31+00:00,TRUE,FALSE,Twitter for Android,,1,1,[],"[{'text': 'COVID', 'indices': [0, 6]}, {'text': 'Biden', 'indices': [27, 33]}]","[{'url': 'https://t.co/V4RDIKeXbw', 'expanded_url': 'https://euroweeklynews.com/2022/08/24/quadruple-vaccinated-jill-biden-covid-paxlovid/', 'display_url': 'euroweeklynews.com/2022/08/24/qua…', 'indices': [196, 219]}]"
mirrornewspaper,Daily Mirror News,Africa,Breaking News | Social | Politics | Sports | Entertainment | Business | Informing the Nation | Radio and TV Programmes,https://t.co/wLElXzVG2t,FALSE,1263,186,0,13364,1414,2022-02-24 15:20:54+00:00,TRUE,FALSE,Twitter for Android,,2,1,[],"[{'text': 'DailyMirrorNews', 'indices': [133, 149]}, {'text': 'COVID', 'indices': [150, 156]}, {'text': 'COVIDPositive', 'indices': [157, 171]}, {'text': 'Italy', 'indices': [172, 178]}, {'text': 'coronavirus', 'indices': [179, 191]}, {'text': 'Monkeypox', 'indices': [192, 202]}, {'text': 'HIV', 'indices': [203, 207]}, {'text': 'sorethroat', 'indices': [208, 219]}, {'text': 'fatigue', 'indices': [220, 228]}, {'text': 'headache', 'indices': [229, 238]}, {'text': 'inflammation', 'indices': [239, 252]}, {'text': 'symptoms', 'indices': [253, 262]}]",[]
Sisyphus43,Sisyphus Idaho,Idaho,Ridicule is the only weapon which can be used against unintelligible propositions.  Thomas Jefferson,https://t.co/m4xhkbk0OD,FALSE,4605,4597,37,59052,64519,2011-03-08 00:37:28+00:00,FALSE,FALSE,Twitter Web App,,1,3,[],"[{'text': 'COVID', 'indices': [205, 211]}]","[{'url': 'https://t.co/z7rgAJVYwK', 'expanded_url': 'https://twitter.com/zeynep/status/1562767753144336385', 'display_url': 'twitter.com/zeynep/status/…', 'indices': [250, 273]}]"
valurank,Valurank,"Austin, TX","I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",https://t.co/O54Ogzib02,FALSE,263,371,11,1,171198,2021-09-26 16:19:54+00:00,TRUE,FALSE,Valurank,,0,0,[],"[{'text': 'MonitorUpdates', 'indices': [123, 138]}, {'text': 'DoNOT', 'indices': [139, 145]}, {'text': 'Covid', 'indices': [146, 152]}]","[{'url': 'https://t.co/qghHgIQ8rJ', 'expanded_url': 'https://r.valurank.com/AOkBJDYu', 'display_url': 'r.valurank.com/AOkBJDYu', 'indices': [86, 109]}, {'url': 'https://t.co/p5DmieEIQW', 'expanded_url': 'https://twitter.com/35697740/status/1562788455805251592', 'display_url': 'twitter.com/35697740/statu…', 'indices': [153, 176]}]"
Truthorfiction3,Truthorfiction,,"#LERONLIMAB BINDS TO CCR5: FIGHTS HIV, COVID-19, CANCER & NASH. APPROVE IT.",,FALSE,219,89,1,47006,8860,2020-08-31 00:39:08+00:00,TRUE,FALSE,Twitter Web App,,1,3,[],"[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'COVID', 'indices': [13, 19]}, {'text': 'SARS2', 'indices': [20, 26]}, {'text': 'LongCOVID', 'indices': [27, 37]}, {'text': 'leronlimab', 'indices': [38, 49]}]","[{'url': 'https://t.co/SOx4WQlGNi', 'expanded_url': 'https://twitter.com/KunstJonas/status/1562785614142902274', 'display_url': 'twitter.com/KunstJonas/sta…', 'indices': [186, 209]}]"
gfernandoamb,Fernando Machuca PhD,Florida,"Ph.D. in computer sciences in France. I have the goal to enhance our world and reduce poverty. https://t.co/j85wyXENY9,  https://t.co/XFCdKQXUMW…",https://t.co/xAHcnjYXiP,FALSE,7743,8512,208,12142,75653,2016-12-31 18:38:08+00:00,FALSE,FALSE,Twitter Web App,,0,0,[],"[{'text': 'Chinese', 'indices': [34, 42]}, {'text': 'economy', 'indices': [43, 51]}, {'text': 'Covid', 'indices': [97, 103]}]","[{'url': 'https://t.co/Hta333KOmt', 'expanded_url': 'https://www.nytimes.com/2022/08/06/world/asia/xi-jinping-china-security.html', 'display_url': 'nytimes.com/2022/08/06/wor…', 'indices': [149, 172]}, {'url': 'https://t.co/E5Rqo8lVNc', 'expanded_url': 'https://blog.geniouxfacts.com/2022/03/g-f2973-new-world-3152022-geniouxfacts.html', 'display_url': 'blog.geniouxfacts.com/2022/03/g-f297…', 'indices': [174, 197]}, {'url': 'https://t.co/2CWhQ28c7E', 'expanded_url': 'https://blog.geniouxfacts.com/2022/03/g-f2972-new-world-3152022-geniouxfacts.html', 'display_url': 'blog.geniouxfacts.com/2022/03/g-f297…', 'indices': [198, 221]}, {'url': 'https://t.co/9QAkaQBDDZ', 'expanded_url': 'https://blog.geniouxfacts.com/2022/03/g-f2971-new-world-3122022-geniouxfacts.html', 'display_url': 'blog.geniouxfacts.com/2022/03/g-f297…', 'indices': [222, 245]}, {'url': 'https://t.co/Nv0uBu8DR3', 'expanded_url': 'https://blog.geniouxfacts.com/2022/03/g-f2970-new-world-news-372022.html', 'display_url': 'blog.geniouxfacts.com/2022/03/g-f297…', 'indices': [246, 269]}]"
